	ncbitaxon	rhea	predicate	chebi	uniprotkb
5971	NCBITaxon:1494963	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7X1CNL4
5972	NCBITaxon:1898204	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7X6UEX2
5973	NCBITaxon:1797291	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1F5A9D8
5974	NCBITaxon:1520808	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1G5FB21
5975	NCBITaxon:419481	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1G5IA58
5976	NCBITaxon:419481	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1G5IL61
5977	NCBITaxon:396056	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1I2JIL3
5978	NCBITaxon:1855343	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1I2TLV3
5979	NCBITaxon:2018669	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A4Z0R9N0
5981	NCBITaxon:218284	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A5D4MHH6
5982	NCBITaxon:189382	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A5D4TMT4
5985	NCBITaxon:2652443	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A5J6YTY5
5986	NCBITaxon:1401079	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:X8IQZ0
5987	NCBITaxon:1339316	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A015UZJ6
5988	NCBITaxon:1339337	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A016GA72
5989	NCBITaxon:1517681	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A084T7E1
5990	NCBITaxon:1552123	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A099WA28
5991	NCBITaxon:391606	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A0F5PKD9
5992	NCBITaxon:1555112	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A0K2SPT9
5993	NCBITaxon:52689	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A0L6U1Z3
5994	NCBITaxon:1404	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A0L1MDG7
5995	NCBITaxon:1972642	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3C1LRU0
5996	NCBITaxon:2049044	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3C1U722
5997	NCBITaxon:1898206	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3D3SEA6
5998	NCBITaxon:2576356	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3G5UFA1
5999	NCBITaxon:2053527	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3M1CL24
6000	NCBITaxon:3029084	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9Q7AGH4
6001	NCBITaxon:1266720	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9X7J3N8
6003	NCBITaxon:2052148	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7V4E4S6
6004	NCBITaxon:93466	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7V4KCP2
6005	NCBITaxon:2053306	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7V4LWS2
6006	NCBITaxon:1552123	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7X0Z713
6007	NCBITaxon:2651870	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7X1TQD1
6008	NCBITaxon:2606629	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7X2N1F6
6009	NCBITaxon:1898204	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7X7BGM5
6010	NCBITaxon:1973931	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2H9N6Z2
6011	NCBITaxon:2013690	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2N2XPW2
6012	NCBITaxon:2013683	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2N2Z1T3
6013	NCBITaxon:2013677	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2N3AET2
6015	NCBITaxon:1256201	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A829GI49
6016	NCBITaxon:1256204	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A829GWU5
6017	NCBITaxon:388741	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A846TE11
6019	NCBITaxon:2049431	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A847ATT3
6020	NCBITaxon:645466	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A916VBR3
6021	NCBITaxon:45670	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A265E9B5
6022	NCBITaxon:223958	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A653I2N0
6023	NCBITaxon:871963	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:L0FCC3
6024	NCBITaxon:941824	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:R7RQV0
6025	NCBITaxon:941824	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:R7RQY7
6026	NCBITaxon:1120975	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1M4UQP6
6027	NCBITaxon:1123380	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1M5S1Z8
6028	NCBITaxon:1817405	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1Q1G188
6029	NCBITaxon:649756	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1Q2C9R0
6030	NCBITaxon:29367	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1S8TNF7
6031	NCBITaxon:698762	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1W1VQC2
6032	NCBITaxon:575609	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:D7N7S3
6033	NCBITaxon:537010	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:G9XKS5
6034	NCBITaxon:861450	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:G9YJ19
6035	NCBITaxon:649757	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:L1PUW6
6036	NCBITaxon:1233873	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:L8A0E1
6038	NCBITaxon:2652292	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1Q9JG52
6039	NCBITaxon:1775674	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1V4MU83
6040	NCBITaxon:1811716	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1V4XH81
6041	NCBITaxon:1811711	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1V4XSC6
6042	NCBITaxon:643214	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A239Z8L7
6043	NCBITaxon:1243014	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A240EH51
6044	NCBITaxon:1834178	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A242CVD7
6045	NCBITaxon:2053527	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A967JWG0
6048	NCBITaxon:1123245	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A974BJS6
6049	NCBITaxon:1123245	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A974BK00
6050	NCBITaxon:1123245	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A974GX61
6051	NCBITaxon:2840690	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9D2UJD4
6052	NCBITaxon:2840899	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9D9E0I4
6053	NCBITaxon:1898207	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2G6G412
6054	NCBITaxon:166	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2G6QQB7
6055	NCBITaxon:1965318	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2G6R915
6056	NCBITaxon:2053303	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2J6HGQ7
6057	NCBITaxon:2044940	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2G6MUR7
6058	NCBITaxon:1975567	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2M7YSI0
6059	NCBITaxon:2013788	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2N2AW48
6060	NCBITaxon:2013788	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2N2B252
6061	NCBITaxon:2699758	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7X9EF64
6062	NCBITaxon:694437	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7X9NZM7
6063	NCBITaxon:2682541	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7Z2K6D0
6064	NCBITaxon:2024896	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A847FP78
6065	NCBITaxon:2030927	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A847IV25
6066	NCBITaxon:166	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A847JHY9
6067	NCBITaxon:94869	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1H0SM13
6068	NCBITaxon:142588	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1H9TIK4
6069	NCBITaxon:1520827	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1I5X1J3
6070	NCBITaxon:1121426	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1I6E069
6071	NCBITaxon:2576307	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A5B7TJ53
6072	NCBITaxon:2004595	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A5M9P427
6073	NCBITaxon:1898104	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A5Q4EK99
6074	NCBITaxon:2672567	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A6B3VSD6
6075	NCBITaxon:2052184	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9E0DLR8
6076	NCBITaxon:2052184	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9E0EX04
6077	NCBITaxon:2582906	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9E6EHS9
6078	NCBITaxon:2682776	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9E6SU67
6079	NCBITaxon:1423143	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9W3XAM3
6080	NCBITaxon:246432	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9X4L891
6081	NCBITaxon:2320879	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9X5BET4
6082	NCBITaxon:1497	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0AAC9RMB0
6083	NCBITaxon:1898207	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A316NL21
6084	NCBITaxon:1898207	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A316PQ82
6085	NCBITaxon:2292282	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A374WRG1
6086	NCBITaxon:59823	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3B9U879
6087	NCBITaxon:1506	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3B9USR2
6088	NCBITaxon:2053624	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3C0C512
6089	NCBITaxon:2060924	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3C0FD77
6090	NCBITaxon:2049047	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A929YZ44
6091	NCBITaxon:2817862	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A939HBU3
6092	NCBITaxon:2850323	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A949JXX3
6094	NCBITaxon:2049431	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7C7EP93
6095	NCBITaxon:2763056	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7G9B7T3
6096	NCBITaxon:1496	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A031WCI2
6097	NCBITaxon:1639	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A0B8RD01
6098	NCBITaxon:1396	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A0G8E9D0
6099	NCBITaxon:1396	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A0G8EKY4
6100	NCBITaxon:1667357	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A0G9LGV1
6101	NCBITaxon:1491	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A0M1M309
6102	NCBITaxon:1776384	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A415DUE4
6103	NCBITaxon:2202144	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A496RA64
6104	NCBITaxon:2044591	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A496U8L9
6105	NCBITaxon:1278232	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A4R3KPL3
6106	NCBITaxon:2030927	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9E5W7P2
6107	NCBITaxon:1452	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9Q4HKZ1
6108	NCBITaxon:817	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9Q4PAD8
6109	NCBITaxon:1520	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9Q5CUY4
6110	NCBITaxon:2885352	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0AAE3AAC0
6111	NCBITaxon:2056493	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2N1K3X6
6112	NCBITaxon:2013776	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2N2D293
6113	NCBITaxon:2013778	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2N2CMB3
6114	NCBITaxon:2013776	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2N2D0W3
6115	NCBITaxon:2013771	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2N2DWC4
6116	NCBITaxon:2013770	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2N2EK23
6117	NCBITaxon:2013765	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2N2EPQ0
6118	NCBITaxon:2013746	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2N2HLM0
6119	NCBITaxon:2026749	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A933D970
6120	NCBITaxon:2794346	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A949TQS3
6121	NCBITaxon:2794346	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A949TUD8
6122	NCBITaxon:1739298	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1E9BPA1
6123	NCBITaxon:1798184	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1G9IGJ9
6124	NCBITaxon:1494	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1G9J0P6
6125	NCBITaxon:321763	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1G9PLQ9
6126	NCBITaxon:1882761	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1G9QSJ1
6127	NCBITaxon:371601	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1H4GPD4
6128	NCBITaxon:531814	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1H9LWG1
6129	NCBITaxon:1464123	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1H9PEI5
6132	NCBITaxon:157225	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A6N8U259
6133	NCBITaxon:1869227	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7C3MLE7
6134	NCBITaxon:2052149	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7C3MGK3
6135	NCBITaxon:2052148	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7C3N727
6136	NCBITaxon:1302151	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A0P8UZF0
6137	NCBITaxon:1502	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A133MNU5
6138	NCBITaxon:28128	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A133PXH1
6139	NCBITaxon:817	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A412YEC1
6140	NCBITaxon:2292325	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A413HCF2
6141	NCBITaxon:2292358	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A413QR32
6142	NCBITaxon:2292358	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A413QSR1
6143	NCBITaxon:1117708	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A419WSL5
6144	NCBITaxon:2018667	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A4R2KS55
6145	NCBITaxon:442528	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A4R2PD18
6147	NCBITaxon:180866	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9X6QPQ6
6148	NCBITaxon:1849031	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0AAC9I2Y1
6149	NCBITaxon:1796619	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0AAE3L303
6150	NCBITaxon:2202144	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A5C9D1I0
6151	NCBITaxon:1552123	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7X0XN56
6153	NCBITaxon:2268206	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7X7TTJ8
6154	NCBITaxon:2268206	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7X7TTV7
6155	NCBITaxon:2093811	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7X7S8X3
6157	NCBITaxon:1417629	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A841KW25
6158	NCBITaxon:2666138	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A859DUP1
6159	NCBITaxon:821	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A174IGZ6
6160	NCBITaxon:39491	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A174K6Q8
6161	NCBITaxon:154046	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A174J085
6162	NCBITaxon:2447898	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7D5T092
6163	NCBITaxon:2583989	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7H9DKQ7
6168	NCBITaxon:2725268	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7L6N5Q2
6169	NCBITaxon:2782163	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7L7KPF1
6170	NCBITaxon:2093811	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7V6RMK2
6171	NCBITaxon:1898204	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7V6SMQ0
6172	NCBITaxon:2049431	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7V6TMR9
6173	NCBITaxon:2093811	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7V6V4U3
6174	NCBITaxon:2093811	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7V6V5F9
6175	NCBITaxon:1470592	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A031IJW4
6176	NCBITaxon:1496	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A069AQ73
6177	NCBITaxon:386490	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A075LLC1
6178	NCBITaxon:574375	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A073KHX5
6179	NCBITaxon:1535751	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A094JV68
6180	NCBITaxon:1150389	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1J0LKQ7
6181	NCBITaxon:1123281	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1M5XBG3
6182	NCBITaxon:1121420	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1M5ZJX3
6183	NCBITaxon:1121420	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1M5ZUL7
6184	NCBITaxon:745369	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1T5DMK1
6185	NCBITaxon:1852906	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1V5VX63
6186	NCBITaxon:1852906	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1V5W8S5
6187	NCBITaxon:293387	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A5K1KVG3
6188	NCBITaxon:28116	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A641S1M3
6189	NCBITaxon:2052147	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A661WYM7
6190	NCBITaxon:1898104	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A661Z4S7
6193	NCBITaxon:462910	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A6I5A038
6194	NCBITaxon:49338	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A0W1JDP3
6195	NCBITaxon:1641384	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A124FS22
6196	NCBITaxon:1422	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A150MAS1
6197	NCBITaxon:153151	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A150MMG6
6198	NCBITaxon:853	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A173R3V5
6199	NCBITaxon:410072	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A173THG7
6200	NCBITaxon:1633135	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1C3F0Y7
6201	NCBITaxon:1034346	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A415TJ32
6202	NCBITaxon:2292893	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A417CMF7
6203	NCBITaxon:285983	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A427TSP9
6204	NCBITaxon:82979	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A484ZTV5
6205	NCBITaxon:682526	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A4R2GKT4
6206	NCBITaxon:46206	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1H7LMU6
6207	NCBITaxon:1855323	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1I7K8G7
6208	NCBITaxon:185007	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1G5S238
6209	NCBITaxon:1120920	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1G5S530
6210	NCBITaxon:28116	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1G6GBH0
6211	NCBITaxon:1520806	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1G5WDL4
6212	NCBITaxon:1520807	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1G6AR88
6216	NCBITaxon:84698	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1I0Z541
6217	NCBITaxon:1882764	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1I1J268
6218	NCBITaxon:1509	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1L3NIN5
6219	NCBITaxon:1544746	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A4R2SGP7
6221	NCBITaxon:2583219	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A549YL98
6222	NCBITaxon:2594476	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A553G8N3
6223	NCBITaxon:853	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A564SFZ3
6225	NCBITaxon:1405	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:C2XYZ0
6226	NCBITaxon:476272	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:C0CQ66
6228	NCBITaxon:742817	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:H1DF59
6229	NCBITaxon:1776045	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A0U5NPB0
6230	NCBITaxon:1477000	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A134AQD3
6231	NCBITaxon:1424294	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1D8GKF2
6232	NCBITaxon:2741	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1G6TSW8
6233	NCBITaxon:2053509	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7C2LZ61
6234	NCBITaxon:1898207	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7C6HUY6
6235	NCBITaxon:1869227	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7C6I2B1
6236	NCBITaxon:1879010	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7C6JQQ1
6237	NCBITaxon:2049431	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7C6K3J4
6238	NCBITaxon:1898207	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7C6P3W2
6239	NCBITaxon:1879010	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7C6JTB4
